model,session,trial_number,state,p_state0,p_state1,p_state2,p_go,actual_choice,pupil_zscore,stim_strength
Original,242-R-mPFC-S1-NE_2022_12_21,13,2,0.007687038525059096,5.011509219791965e-05,0.9922628463827396,0.28225755901608907,1,-0.8636977510457096,0.05
Original,242-R-mPFC-S1-NE_2022_12_21,14,2,0.003011428385991937,4.615025472713049e-05,0.9969424213592784,0.9783501047255705,1,-1.0831213017822225,0.25
Original,242-R-mPFC-S1-NE_2022_12_21,15,2,0.005507345796134677,3.9173279456833236e-05,0.9944534809244074,0.048172820888451456,0,1.1199325939157065,0.0
Original,242-R-mPFC-S1-NE_2022_12_21,16,2,0.005128271225058941,4.183671117975731e-05,0.9948298920637607,0.9999999993599318,1,-0.9418333108685674,1.0
Original,242-R-mPFC-S1-NE_2022_12_21,17,2,0.0042244119360753465,4.0886224540857304e-05,0.9957347018393867,0.9999999992710384,1,-0.6516077799988572,1.0
Original,242-R-mPFC-S1-NE_2022_12_21,18,2,0.0029009320435587484,3.631358755999207e-05,0.9970627543688781,0.5828793486988442,1,-1.1012326993657697,0.1
Original,242-R-mPFC-S1-NE_2022_12_21,19,2,0.008624235819811312,2.058610324513175e-05,0.9913551780769427,0.21824159938553517,0,-0.09899706791231089,0.05
Original,242-R-mPFC-S1-NE_2022_12_21,20,2,0.01015797639554802,1.871575027645446e-05,0.9898233078541723,0.9999999992721891,1,-0.6551328181501633,1.0
Original,242-R-mPFC-S1-NE_2022_12_21,21,2,0.01275707825549676,1.3342506789665394e-05,0.9872295792377117,0.9999999992053317,1,-0.45900266856782274,1.0
Original,242-R-mPFC-S1-NE_2022_12_21,22,2,0.017537188021239047,4.5034494658620594e-06,0.9824583085292973,0.2571709486239581,0,-0.5793016927785071,0.05
Original,242-R-mPFC-S1-NE_2022_12_21,23,2,0.017426316743277128,2.1738745182562153e-06,0.9825715093822035,0.17491764378665897,0,-0.7807952223506279,0.025
Original,242-R-mPFC-S1-NE_2022_12_21,24,2,0.013554189320378853,2.1402912138300617e-06,0.986443670388408,0.31025090233113384,0,-1.1635152178231196,0.05
Original,242-R-mPFC-S1-NE_2022_12_21,25,2,0.004053642689320932,4.866532464279891e-06,0.9959414907782164,0.97822838949503,1,-1.0703321487782331,0.25
Original,242-R-mPFC-S1-NE_2022_12_21,26,2,0.004959586656994339,4.339636443229687e-06,0.9950360737065649,0.09275808190057261,0,-0.4493488385003817,0.0
Original,242-R-mPFC-S1-NE_2022_12_21,27,2,0.0028623295483617335,7.39359289583922e-06,0.9971302768587416,0.9999268855117825,1,-0.8716615536400291,0.5
Original,242-R-mPFC-S1-NE_2022_12_21,28,2,0.00413254462349656,7.034994950523092e-06,0.9958604203815534,0.20838676479982118,0,0.03208044406685103,0.05
Original,242-R-mPFC-S1-NE_2022_12_21,29,2,0.0016845955297450697,1.1832457468184835e-05,0.998303572012789,0.9999420446899265,1,-1.3902430840298894,0.5
Original,242-R-mPFC-S1-NE_2022_12_21,30,2,0.0006666289403461,1.3179536831644239e-05,0.9993201915228249,0.9659687642435736,1,-0.04534394432290778,0.25
Original,242-R-mPFC-S1-NE_2022_12_21,31,2,0.0033003541011210973,1.1462529499354788e-05,0.9966881833693808,0.9999999992892816,1,-0.7081699390945903,1.0
Original,242-R-mPFC-S1-NE_2022_12_21,32,2,0.005373795359424725,6.217761452935257e-06,0.9946199868791252,0.08315035310885145,0,-0.18181416214043122,0.0
Original,242-R-mPFC-S1-NE_2022_12_21,33,2,0.004470666368420006,5.7239764133805775e-06,0.9955236096551658,0.13464315054683534,0,-1.3864448334110524,0.0
Original,242-R-mPFC-S1-NE_2022_12_21,34,2,0.00047046511227679847,1.262777258032896e-05,0.9995169071151404,0.9598844268655718,1,0.3358421294272233,0.25
Original,242-R-mPFC-S1-NE_2022_12_21,35,2,0.000509494781649172,1.6623785103515904e-05,0.9994738814332498,0.9999144512095837,1,-0.5211206013216478,0.5
Original,242-R-mPFC-S1-NE_2022_12_21,36,2,0.0005534702540813313,1.7186712362774486e-05,0.9994293430335555,0.9999100485446049,1,-0.40911621099479883,0.5
Original,242-R-mPFC-S1-NE_2022_12_21,37,2,0.0008634732003026191,1.4326780694793163e-05,0.9991222000190038,0.973160941044696,1,-0.5917527240939823,0.25
Original,242-R-mPFC-S1-NE_2022_12_21,38,2,0.005674513366480289,8.356647699325454e-06,0.9943171299858186,0.0915522861239329,0,-0.41718366418832314,0.0
Original,242-R-mPFC-S1-NE_2022_12_21,39,2,0.007491620416857545,8.85558226503276e-06,0.9924995240008756,0.4813083296706321,0,-0.18755637691916027,0.1
Original,242-R-mPFC-S1-NE_2022_12_21,40,2,0.0024844670001225554,1.4993597454321439e-05,0.9975005394024207,0.4679423023041963,1,-0.06792463884005256,0.1
Original,242-R-mPFC-S1-NE_2022_12_21,41,2,0.005498904908976434,1.1926717740314824e-05,0.9944891683732847,0.40018054124717123,0,0.5487103788300567,0.1
Original,242-R-mPFC-S1-NE_2022_12_21,42,2,0.003053634034079185,1.406731740258631e-05,0.9969322986485185,0.9999999990788948,1,-0.12949138041535938,1.0
Original,242-R-mPFC-S1-NE_2022_12_21,43,2,0.0006426400780419354,1.2674164659981604e-05,0.9993446857572983,0.9592824872555847,1,0.3704804334554165,0.25
Original,242-R-mPFC-S1-NE_2022_12_21,44,2,0.002492482586357626,8.324808580283667e-06,0.9974991926050615,0.25174049872484006,0,-0.515416408211806,0.05
Original,242-R-mPFC-S1-NE_2022_12_21,45,2,0.0006128263625171465,1.0814542498099854e-05,0.9993763590949842,0.9998006868794778,1,1.3666924119586261,0.5
Original,242-R-mPFC-S1-NE_2022_12_21,46,2,0.001893157726784781,1.0050962129428908e-05,0.9980967913110877,0.9998949899082819,1,-0.06364431146911728,0.5
Original,242-R-mPFC-S1-NE_2022_12_21,47,2,0.009412299192459967,5.941240765712762e-06,0.9905817595667777,0.4146123352735546,0,0.4152929988560466,0.1
Original,242-R-mPFC-S1-NE_2022_12_21,48,2,0.01013413011757067,5.047659700799876e-06,0.9898608222227264,0.14379151103416724,0,-0.2608477953323047,0.025
Original,242-R-mPFC-S1-NE_2022_12_21,49,2,0.007423706310649025,8.239069773865195e-06,0.992568054619574,0.9999999990598805,1,-0.08389172828377826,1.0
Original,242-R-mPFC-S1-NE_2022_12_21,50,2,0.006152471365546168,7.956147782466589e-06,0.9938395724866731,0.11129574419110572,0,0.3939896851189077,0.025
Original,242-R-mPFC-S1-NE_2022_12_21,51,2,0.0016481171278000654,1.2278484887618218e-05,0.9983396043873118,0.9764457907592944,1,-0.8906311712667412,0.25
Original,242-R-mPFC-S1-NE_2022_12_21,52,2,0.002522383399690806,1.341319024710348e-05,0.997464203410063,0.9999262627017713,1,-0.8527303272778264,0.5
Original,242-R-mPFC-S1-NE_2022_12_21,53,2,0.0073136846891790445,1.1140067388370878e-05,0.9926751752434334,0.13372623419086435,0,-0.07281097481194762,0.025
Original,242-R-mPFC-S1-NE_2022_12_21,54,2,0.008739525440527808,1.599266825578498e-05,0.9912444818912164,0.5091240044021185,0,-0.4359493761727945,0.1
Original,242-R-mPFC-S1-NE_2022_12_21,55,2,0.0025864209044829185,3.369582742213549e-05,0.9973798832680972,0.9998859738809642,1,0.12020423652981062,0.5
Original,242-R-mPFC-S1-NE_2022_12_21,56,2,0.002916567608029727,4.820607115330007e-05,0.9970352263208195,0.05189936785460792,0,2.2409101070643875,0.025
Original,242-R-mPFC-S1-NE_2022_12_21,57,2,0.00027073923566548337,7.536424945981025e-05,0.9996538965148716,0.953386802057782,1,0.6860227472785821,0.25
Original,242-R-mPFC-S1-NE_2022_12_21,58,2,0.0002855315501564037,0.00010106365436916533,0.9996134047954752,0.9998579042707925,1,0.6114071605996234,0.5
Original,242-R-mPFC-S1-NE_2022_12_21,59,2,0.0005910335605550853,0.00012364156007141426,0.9992853248793699,0.5066610288214979,1,-0.4139572554611217,0.1
Original,242-R-mPFC-S1-NE_2022_12_21,60,2,0.00343998498919201,0.0001264381929748019,0.996433576817835,0.2557652554093696,1,-0.5628505399852003,0.05
Original,242-R-mPFC-S1-NE_2022_12_21,61,2,0.01631968010953562,8.545799875649734e-05,0.9835948618917059,0.9999999947552631,1,3.7523597342513813,1.0
Original,242-R-mPFC-S1-NE_2022_12_21,62,2,0.12830353766954658,4.603440845158653e-05,0.8716504279219994,0.9999999991119954,1,-0.2111663569058993,1.0
Original,242-R-mPFC-S1-NE_2022_12_21,63,2,0.3300996088730278,1.3352371434161221e-05,0.6698870387555365,0.4405568537742884,0,0.17866928810704077,0.1
Original,242-R-mPFC-S1-NE_2022_12_21,64,2,0.4521363921025459,3.1583432087627662e-06,0.5478604495542453,0.18307943405727545,0,-0.9047583011782249,0.025
Original,242-R-mPFC-S1-NE_2022_12_21,65,2,0.5634194913380863,1.1313226545540515e-06,0.4365793773392608,0.17367168260854424,0,-0.7614739919370098,0.025
Original,242-R-mPFC-S1-NE_2022_12_21,66,2,0.666144124152148,9.949573772073635e-07,0.3338548808904753,0.19542189334079238,0,-1.0843317189010966,0.025
Original,242-R-mPFC-S1-NE_2022_12_21,67,2,0.7600560399678988,2.36829476784182e-06,0.23994159173733084,0.9806924974303991,0,-1.3440043370124333,0.25
Original,242-R-mPFC-S1-NE_2022_12_21,68,2,0.6456124197648847,1.1205806620663899e-06,0.3543864596544517,0.10482497233253615,0,0.5438574150585522,0.025
Original,242-R-mPFC-S1-NE_2022_12_21,69,2,0.5284745882845522,7.542108573445716e-07,0.47152465750459316,0.24620568972236748,0,-0.4493551931812903,0.05
Original,242-R-mPFC-S1-NE_2022_12_21,70,2,0.3879317042938808,1.1898391790935933e-06,0.6120671058669411,0.1195272580532317,0,1.5100027567555176,0.05
Original,242-R-mPFC-S1-NE_2022_12_21,71,2,0.23824157123490813,1.9095521194102214e-06,0.7617565192129719,0.07731472968106007,0,-0.005262058059518216,0.0
Original,242-R-mPFC-S1-NE_2022_12_21,72,2,0.08818337473442056,4.601946311456243e-06,0.9118120233192702,0.5779533797452906,1,-1.0560912626059908,0.1
Original,242-R-mPFC-S1-NE_2022_12_21,73,2,0.07123457034436786,2.762646372115901e-06,0.9287626670092606,0.19330608112495656,0,-1.054176404460149,0.025
Original,242-R-mPFC-S1-NE_2022_12_21,74,2,0.04909709440700841,4.211152269452376e-06,0.9508986944407224,0.1568124212498816,0,-0.4885054436850485,0.025
Original,242-R-mPFC-S1-NE_2022_12_21,75,2,0.022230767597020248,1.0837409585766507e-05,0.9777583949933926,0.9999999993653639,1,-0.9608540184202194,1.0
Original,242-R-mPFC-S1-NE_2022_12_21,76,2,0.003474146366901658,1.423331979928059e-05,0.9965116203132977,0.9716927454407798,1,-0.4695226105563892,0.25
Original,242-R-mPFC-S1-NE_2022_12_21,77,2,0.0025001782532238434,1.4633691590434e-05,0.9974851880551885,0.9998839757540576,1,0.15897719352283474,0.5
Original,242-R-mPFC-S1-NE_2022_12_21,78,2,0.007460672219317863,1.170617289574414e-05,0.9925276216077872,0.9999999990054811,1,0.04164660933835503,1.0
Original,242-R-mPFC-S1-NE_2022_12_21,79,2,0.015553075201066897,5.318486234887368e-06,0.9844416063127003,0.07244633913728671,0,0.1516290142724845,0.0
Original,242-R-mPFC-S1-NE_2022_12_21,80,2,0.020820185835935583,3.1419191211171546e-06,0.9791766722449446,0.5624722151063829,0,-0.9151009271145838,0.1
Original,242-R-mPFC-S1-NE_2022_12_21,81,2,0.015327151154702673,3.2996210919872043e-06,0.9846695492242047,0.19679629319884287,0,0.19223265279294074,0.05
Original,242-R-mPFC-S1-NE_2022_12_21,82,2,0.005303153849517091,5.662913842146388e-06,0.9946911832366411,0.9998477115293899,1,0.7660329586192717,0.5
Original,242-R-mPFC-S1-NE_2022_12_21,83,2,0.008284091015905026,4.7514786448190065e-06,0.9917111575054472,0.41732530848748234,0,0.3903707157019797,0.1
Original,242-R-mPFC-S1-NE_2022_12_21,84,2,0.005086517152515074,6.039730258990218e-06,0.994907443117228,0.9998926170861188,1,-0.013772278289632442,0.5
Original,242-R-mPFC-S1-NE_2022_12_21,85,2,0.010364116749528252,3.9853536358954625e-06,0.9896318978968366,0.2658925675078227,0,-0.6800899193375471,0.05
Original,242-R-mPFC-S1-NE_2022_12_21,86,2,0.011020823296607663,5.84256505511568e-06,0.9889733341383344,0.5068838646549699,0,-0.41594684102629825,0.1
Original,242-R-mPFC-S1-NE_2022_12_21,87,2,0.003429025528103728,1.2606629166376404e-05,0.9965583678427317,0.9998964998923681,1,-0.09597134413934559,0.5
Original,242-R-mPFC-S1-NE_2022_12_21,88,2,0.0033957168246448893,1.6058591867349217e-05,0.9965882245834901,0.01941499666071923,0,3.214426714768727,0.0
Original,242-R-mPFC-S1-NE_2022_12_21,89,2,0.0005297436979641509,2.0289739723257974e-05,0.9994499665623108,0.9673933887217453,1,-0.14406916362188382,0.25
Original,242-R-mPFC-S1-NE_2022_12_21,90,2,0.0007224983101990252,2.1526972531856947e-05,0.9992559747172671,0.5345637721577003,1,-0.6635300355998316,0.1
Original,242-R-mPFC-S1-NE_2022_12_21,91,2,0.0036504577680745395,1.3287769900757003e-05,0.9963362544620222,0.11310793134665612,0,-0.9426317198268884,0.0
Original,242-R-mPFC-S1-NE_2022_12_21,92,2,0.0035266016440960862,1.5727496145394022e-05,0.996457670859761,0.07496173815980621,0,0.06939664347415933,0.0
Original,242-R-mPFC-S1-NE_2022_12_21,93,2,0.0004287090474913648,2.8096802423362328e-05,0.9995431941500832,0.9659448749931997,1,-0.043722684542550745,0.25
Original,242-R-mPFC-S1-NE_2022_12_21,94,2,0.0002432097603117312,3.771794061621749e-05,0.9997190722990713,0.9735262219499047,1,-0.6231725320724949,0.25
Original,242-R-mPFC-S1-NE_2022_12_21,95,2,0.0003304261981519377,4.435370292131782e-05,0.9996252200989292,0.5052975538953727,1,-0.40178398035279217,0.1
Original,242-R-mPFC-S1-NE_2022_12_21,96,2,0.0011909324221888013,3.848680918550599e-05,0.9987705807686239,0.9785296917057813,1,-1.102120280342787,0.25
Original,242-R-mPFC-S1-NE_2022_12_21,97,2,0.0071886468306170005,2.9583677018032576e-05,0.9927817694923659,0.541908589883823,0,-0.7294829789523573,0.1
Original,242-R-mPFC-S1-NE_2022_12_21,98,2,0.005596223764975302,3.4229041660100303e-05,0.9943695471933678,0.9999999993716349,1,-0.9830154783277479,1.0
Original,242-R-mPFC-S1-NE_2022_12_21,99,2,0.00364064483872337,3.528692079455108e-05,0.9963240682404823,0.9999999990387842,1,-0.03436581344378157,1.0
Original,242-R-mPFC-S1-NE_2022_12_21,100,2,0.0019266841325091685,3.2744069381145045e-05,0.9980405717981102,0.9637666233485782,1,0.09968204934813624,0.25
Original,242-R-mPFC-S1-NE_2022_12_21,101,2,0.01004546229716094,2.7489122456870647e-05,0.989927048580384,0.9999999985844388,1,0.8294904345698184,1.0
Original,242-R-mPFC-S1-NE_2022_12_21,102,2,0.02838040126811592,1.887824720915293e-05,0.9716007204846764,0.999999999013097,1,0.024490842248602467,1.0
Original,242-R-mPFC-S1-NE_2022_12_21,103,2,0.06255340906229853,7.2515996772014614e-06,0.9374393393380229,0.48985864516228167,0,-0.2639490778999193,0.1
Original,242-R-mPFC-S1-NE_2022_12_21,104,2,0.07695261066060492,3.2469515298005743e-06,0.9230441423878666,0.20935752957704376,0,0.018969760289002623,0.05
Original,242-R-mPFC-S1-NE_2022_12_21,105,2,0.08544677945769877,2.169838209641445e-06,0.9145510507040944,0.14998489600947776,0,-0.3711612026861382,0.025
Original,242-R-mPFC-S1-NE_2022_12_21,106,2,0.09000830741665987,2.790112655026264e-06,0.909988902470687,0.2367741476311861,0,-0.33443311134281195,0.05
Original,242-R-mPFC-S1-NE_2022_12_21,107,2,0.08834652518664639,6.186901378020067e-06,0.9116472879119751,0.07555111967375505,0,5.234578432876117,0.1
Original,242-R-mPFC-S1-NE_2022_12_21,108,2,0.08366968433281154,8.132211441322256e-06,0.9163221834557467,0.9999999979802932,1,1.6226990628640763,1.0
Original,242-R-mPFC-S1-NE_2022_12_21,109,2,0.10477508749334045,7.051157466046329e-06,0.8952178613491912,0.9999999988506747,1,0.3645111151696554,1.0
Original,242-R-mPFC-S1-NE_2022_12_21,110,2,0.1548169898626358,3.195591720734811e-06,0.8451798145456465,0.471256776085487,0,-0.09762232146236989,0.1
Original,242-R-mPFC-S1-NE_2022_12_21,111,2,0.17835529911332465,1.8363816378008678e-06,0.8216428645050389,0.5905104779809721,0,-1.1714676717568806,0.1
Original,242-R-mPFC-S1-NE_2022_12_21,112,2,0.1759824086908215,1.823513683382037e-06,0.8240157677954958,0.5508197965749891,0,-0.8097240777046301,0.1
Original,242-R-mPFC-S1-NE_2022_12_21,113,2,0.14933194384299994,2.93194062892992e-06,0.8506651242163714,0.08514126579291126,0,2.352570233677869,0.05
Original,242-R-mPFC-S1-NE_2022_12_21,114,2,0.11956265091876811,3.886710893896719e-06,0.8804334623703405,0.09785687061529283,0,-0.5813478876474332,0.0
Original,242-R-mPFC-S1-NE_2022_12_21,115,2,0.08744299778177822,9.202191256500154e-06,0.9125478000269649,0.9999999992363107,1,-0.5477433893167264,1.0
Original,242-R-mPFC-S1-NE_2022_12_21,116,2,0.06989852143250906,1.1588264856211339e-05,0.9300898903026376,0.9999999991921544,1,-0.422299565846811,1.0
Original,242-R-mPFC-S1-NE_2022_12_21,117,2,0.06257442836795157,1.0845502658861808e-05,0.9374147261293906,0.4589983248249951,0,0.012347497267003021,0.1
Original,242-R-mPFC-S1-NE_2022_12_21,118,2,0.04032381376461483,1.599968049067635e-05,0.9596601865548974,0.23989934629431747,0,-0.3728539121486179,0.05
Original,242-R-mPFC-S1-NE_2022_12_21,119,2,0.010136793032432933,3.8395928814394646e-05,0.9898248110387511,0.9999306669615504,1,-0.9901850079827352,0.5
Original,242-R-mPFC-S1-NE_2022_12_21,120,2,0.002228872771943321,5.8103636699676356e-05,0.9977130235913535,0.19451983903977346,1,0.22451479510309044,0.05
Original,242-R-mPFC-S1-NE_2022_12_21,121,2,0.0009644153925955579,4.553861135457026e-05,0.9989900459960523,0.9672670868444513,1,-0.1351499308032922,0.25
Original,242-R-mPFC-S1-NE_2022_12_21,122,2,0.0045775949173917484,3.0385907258622485e-05,0.9953920191753505,0.9997435696772836,1,1.929166217779838,0.5
Original,242-R-mPFC-S1-NE_2022_12_21,123,2,0.0667999434876322,1.3704698002054267e-05,0.933186351814369,0.059100500027010956,0,0.6379019124812222,0.0
Original,242-R-mPFC-S1-NE_2022_12_21,124,2,0.12746579420473528,7.525041140046775e-06,0.8725266807541222,0.06415568970992294,0,0.44271514762182756,0.0
Original,242-R-mPFC-S1-NE_2022_12_21,125,2,0.18679505295016538,6.126354526717072e-06,0.8131988206953105,0.9999999993016087,1,-0.7472175113284742,1.0
Original,242-R-mPFC-S1-NE_2022_12_21,126,2,0.28356885968279966,2.594652445903553e-06,0.7164285456647546,0.2662712162675636,0,-0.6844171652910324,0.05
Original,242-R-mPFC-S1-NE_2022_12_21,127,2,0.3607815306738739,2.422917160218426e-06,0.6392160464089661,0.9999999989936037,1,0.06814184790999393,1.0
Original,242-R-mPFC-S1-NE_2022_12_21,128,0,0.5160172891798906,8.803760951154329e-07,0.48398183044401616,0.04160903979841257,0,-0.029764901096239624,0.05
Original,242-R-mPFC-S1-NE_2022_12_21,129,0,0.6498531010889409,5.463725572361025e-07,0.35014635253850335,0.008647248378910228,0,2.4373822701687398,0.0
Original,242-R-mPFC-S1-NE_2022_12_21,130,0,0.7894487864296713,2.0016775177964914e-07,0.2105510134025793,0.008181435539183997,0,3.1451915243841335,0.1
Original,242-R-mPFC-S1-NE_2022_12_21,131,0,0.9134818885235932,1.8366484406599288e-09,0.08651810963975641,0.030308122109876354,0,0.8436713213557169,0.1
Original,242-R-mPFC-S1-NE_2022_12_21,132,0,0.99999999582095,3.394266862996945e-09,7.847828753465942e-10,0.5160665260468665,0,0.24700445605537802,1.0
Original,242-R-mPFC-S1-NE_2022_12_21,133,0,0.9958094399311115,2.017304846597019e-09,0.0041905580515804765,0.02273104195123907,0,0.89566301546362,0.025
Original,242-R-mPFC-S1-NE_2022_12_21,134,0,0.9945235442027182,2.250000175019359e-08,0.005476433297281937,0.0511176962515822,0,0.820073763311171,0.25
Original,242-R-mPFC-S1-NE_2022_12_21,135,0,0.9456463255826373,1.9381079438846058e-08,0.05435365503628636,0.020170640921635286,0,0.953820795649093,0.0
Original,242-R-mPFC-S1-NE_2022_12_21,136,0,0.9005075762637121,1.1576311755730393e-07,0.0994923079731682,0.03256323233654163,0,0.7156531219017722,0.1
Original,242-R-mPFC-S1-NE_2022_12_21,137,0,0.8341285717404536,3.92602363990513e-07,0.16587103565718586,0.005882752360451561,0,3.260573570105481,0.025
Original,242-R-mPFC-S1-NE_2022_12_21,138,0,0.771550330169039,7.872021624087232e-07,0.22844888262879898,0.20061621242678968,1,-0.31007027667151393,0.5
Original,242-R-mPFC-S1-NE_2022_12_21,139,0,0.7812777412660213,7.983296682901421e-07,0.21872146040431162,0.027324887393069895,0,0.7223379307574146,0.05
Original,242-R-mPFC-S1-NE_2022_12_21,140,0,0.7895084881104102,1.2728710475979346e-06,0.2104902390185457,0.03972316823073469,0,-0.2518953722428301,0.0
Original,242-R-mPFC-S1-NE_2022_12_21,141,0,0.7996409038971365,3.167296692580975e-06,0.20035592880616812,0.09181472443295084,0,-0.2674919100539837,0.25
Original,242-R-mPFC-S1-NE_2022_12_21,142,0,0.4936692869241278,2.5135275494184496e-06,0.5063281995483234,0.05357101803317051,0,-0.48804515542625115,0.05
Original,242-R-mPFC-S1-NE_2022_12_21,143,2,0.12735518376509852,6.1598191816616e-06,0.8726386564157209,0.9999178195292525,1,-0.6107740874232597,0.5
Original,242-R-mPFC-S1-NE_2022_12_21,144,2,0.04809561715906975,1.0391743040612802e-05,0.95189399109789,0.9998831664206413,1,0.1744923748320655,0.5
Original,242-R-mPFC-S1-NE_2022_12_21,145,2,0.040065214374835095,1.2060799285794131e-05,0.9599227248258756,0.18118167960198422,0,0.41969470839939516,0.05
Original,242-R-mPFC-S1-NE_2022_12_21,146,2,0.027128213937875928,2.1542901234932834e-05,0.9728502431608906,0.13160725012166216,0,-0.031712512531649036,0.025
Original,242-R-mPFC-S1-NE_2022_12_21,147,2,0.010362167432194015,5.337738884736957e-05,0.989584455178961,0.9999136843748997,1,-0.5012036028565954,0.5
Original,242-R-mPFC-S1-NE_2022_12_21,148,2,0.008855965116057646,8.24229766301563e-05,0.9910616119073105,0.05854630908142649,0,0.6602417023096109,0.0
Original,242-R-mPFC-S1-NE_2022_12_21,149,2,0.0044981601602779794,0.0001561214992641922,0.9953457183404568,0.9999999991774182,1,-0.38195700491822504,1.0
Original,242-R-mPFC-S1-NE_2022_12_21,150,2,0.0007865887871617573,0.00022570337987815097,0.9989877078329614,0.9594897566902914,1,0.358608917410885,0.25
Original,242-R-mPFC-S1-NE_2022_12_21,151,2,0.0022950631132994457,0.0002957771454249248,0.9974091597412748,0.0747109664078235,0,1.3735004415478949,0.025
Original,242-R-mPFC-S1-NE_2022_12_21,152,2,0.0007530307535020674,0.0004532777926038165,0.9987936914538939,0.2113927322341543,1,-0.008372415903066206,0.05
Original,242-R-mPFC-S1-NE_2022_12_21,153,2,0.00043769406654747454,0.0004787617865162686,0.999083544146939,0.9998792209473705,1,0.2486215211203634,0.5
Original,242-R-mPFC-S1-NE_2022_12_21,154,2,0.0007377443053748766,0.0005011593523877949,0.9987610963422388,0.9387679272172719,1,1.329290608822604,0.25
Original,242-R-mPFC-S1-NE_2022_12_21,155,2,0.014883295918836652,0.0005251817707476758,0.9845915223104138,0.10968491605014842,0,0.43056760694429785,0.025
Original,242-R-mPFC-S1-NE_2022_12_21,156,2,0.025567031574673982,0.0006330822314665191,0.9737998861938606,0.9999999991228301,1,-0.2385635488815134,1.0
Original,242-R-mPFC-S1-NE_2022_12_21,157,2,0.044608623876594165,0.0007363135228838981,0.9546550626005252,0.10806818544815183,0,0.4677562614770425,0.025
Original,242-R-mPFC-S1-NE_2022_12_22,1,1,1.809152232918844e-05,0.995628142019696,0.004353766457973798,0.9997310659451178,1,-2.060295054676226,1.0
Original,242-R-mPFC-S1-NE_2022_12_22,2,1,5.030716413529442e-06,0.9963633478717473,0.0036316214118392955,0.9896702999713328,1,-1.1687827705504668,0.5
Original,242-R-mPFC-S1-NE_2022_12_22,3,1,1.2919096461007534e-06,0.9971015701043381,0.002897137986014762,0.8742696616878264,1,-1.1223271821445417,0.1
Original,242-R-mPFC-S1-NE_2022_12_22,4,1,1.099158618502173e-06,0.9975863376705787,0.0024125631708024147,0.9889670262180082,1,-1.0225914809667564,0.5
Original,242-R-mPFC-S1-NE_2022_12_22,5,1,5.029290699081388e-07,0.9980728493726898,0.0019266476982414246,0.8672427397113949,1,-0.9851897716204262,0.1
Original,242-R-mPFC-S1-NE_2022_12_22,6,1,3.752077279563234e-07,0.9983850351931575,0.001614589599115038,0.8157125450538559,1,-0.13049428056250342,0.1
Original,242-R-mPFC-S1-NE_2022_12_22,7,1,1.0110637261005848e-06,0.9985568568471078,0.001442132089164516,0.8153495659723241,1,-1.1964754038571943,0.025
Original,242-R-mPFC-S1-NE_2022_12_22,8,1,7.925694675192979e-07,0.9985507277536276,0.0014484796769059028,0.8276398931983399,1,-1.02348228499102,0.05
Original,242-R-mPFC-S1-NE_2022_12_22,9,1,5.772599395203897e-07,0.9984221141497059,0.001577308590354789,0.8695154708161685,1,-1.0288541084912184,0.1
Original,242-R-mPFC-S1-NE_2022_12_22,10,1,1.3124028203596445e-06,0.9982128243581121,0.0017858632390661605,0.6807489805355117,1,0.044874350560184656,0.0
Original,242-R-mPFC-S1-NE_2022_12_22,11,1,4.920289196891681e-07,0.9961966344534342,0.0038028735176444998,0.936113311386436,1,-0.6165063239862218,0.25
Original,242-R-mPFC-S1-NE_2022_12_22,12,1,1.1448832724693303e-06,0.9942329800014923,0.00576587511523616,0.9828341176545845,1,-0.03828627358281062,0.5
Original,242-R-mPFC-S1-NE_2022_12_22,13,1,1.0458641751615444e-06,0.9922778204507677,0.007721133685056469,0.9286768219516023,1,-0.35720649445934577,0.25
Original,242-R-mPFC-S1-NE_2022_12_22,14,1,1.7479990564798533e-06,0.9903827405916714,0.009615511409273868,0.8492701061266854,1,-0.6604036702475655,0.1
Original,242-R-mPFC-S1-NE_2022_12_22,15,1,1.996740029903684e-06,0.9873216167295099,0.012676386530459847,0.8219702652085187,1,-0.22313389971051623,0.1
Original,242-R-mPFC-S1-NE_2022_12_22,16,1,3.2763027051816846e-06,0.9820574040375225,0.01793931965977349,0.8695383322047525,1,-1.0292965972285961,0.1
Original,242-R-mPFC-S1-NE_2022_12_22,17,1,3.6431138947862347e-06,0.9739790409768191,0.026017315909287228,0.9299359624492743,1,-0.39929363401563345,0.25
Original,242-R-mPFC-S1-NE_2022_12_22,18,1,1.0942216138201385e-05,0.9661322087986115,0.0338568489852498,0.7973458499380225,1,0.12812807823039565,0.1
Original,242-R-mPFC-S1-NE_2022_12_22,19,1,9.395101687509343e-05,0.9519317123781865,0.047974336604939036,0.7372509418525467,0,-0.557916229933676,0.0
Original,242-R-mPFC-S1-NE_2022_12_22,20,1,8.955104971218466e-05,0.9477620411136655,0.052148407836624076,0.9993528283413914,1,-0.1311844105769562,1.0
Original,242-R-mPFC-S1-NE_2022_12_22,21,1,4.37223175715834e-05,0.9435374737167926,0.05641880396563488,0.9887630697884594,1,-0.9819164730792568,0.5
Original,242-R-mPFC-S1-NE_2022_12_22,22,1,1.8755875570401253e-05,0.9393017947374539,0.06067944938697556,0.9327908564112459,1,-0.49737286961869326,0.25
Original,242-R-mPFC-S1-NE_2022_12_22,23,1,5.275774610088781e-05,0.9351839759490871,0.06476326630481316,0.6951589947795973,1,-0.10254281532410588,0.0
