model,session,trial_number,state,state_label,p_state0,p_state1,p_state2,p_go,actual_choice,pupil_zscore,stim_strength
corrected,240-R-mPFC-S1-NE_2023_01_06,48,1,Conservative,1.34222e-07,0.998745,0.00125474,0.0261607,0,-1.09222,0
corrected,240-R-mPFC-S1-NE_2023_01_06,49,1,Conservative,2.04447e-08,0.999999,6.14052e-07,0.136272,0,-1.7173,0.5
corrected,240-R-mPFC-S1-NE_2023_01_06,50,1,Conservative,2.05701e-08,0.999999,6.37814e-07,0.136272,0,-0.929587,0.5
corrected,240-R-mPFC-S1-NE_2023_01_06,51,1,Conservative,8.37131e-08,0.999062,0.000938061,0.037207,0,0.193075,0.1
corrected,240-R-mPFC-S1-NE_2023_01_06,52,1,Conservative,1.05316e-07,0.998673,0.00132711,0.0373797,0,-0.390188,0.1
corrected,240-R-mPFC-S1-NE_2023_01_06,53,1,Conservative,2.17113e-08,0.999999,1.10804e-06,0.136273,0,-0.34012,0.5
corrected,240-R-mPFC-S1-NE_2023_01_06,54,1,Conservative,2.76101e-07,0.994642,0.00535748,0.0263812,0,-0.632836,0
corrected,240-R-mPFC-S1-NE_2023_01_06,55,1,Conservative,1.9747e-07,0.995897,0.00410281,0.0263138,0,0.0496116,0
corrected,240-R-mPFC-S1-NE_2023_01_06,56,1,Conservative,1.38217e-09,1,1.51903e-11,0.481614,0,-0.0231844,1
corrected,240-R-mPFC-S1-NE_2023_01_06,57,1,Conservative,1.4872e-07,0.997682,0.00231776,0.0262178,0,-0.217667,0
corrected,240-R-mPFC-S1-NE_2023_01_06,58,1,Conservative,1.6936e-07,0.996558,0.00344203,0.0383188,0,-0.912872,0.1
corrected,240-R-mPFC-S1-NE_2023_01_06,59,1,Conservative,2.27087e-07,0.995348,0.00465166,0.0318814,0,-1.22961,0.05
corrected,240-R-mPFC-S1-NE_2023_01_06,60,1,Conservative,8.32145e-08,0.99967,0.000329929,0.0613468,0,-0.594008,0.25
corrected,240-R-mPFC-S1-NE_2023_01_06,61,1,Conservative,8.69011e-09,1,1.53599e-07,0.136272,0,-0.0140758,0.5
corrected,240-R-mPFC-S1-NE_2023_01_06,62,1,Conservative,1.02501e-07,0.998812,0.00118767,0.0312237,0,-1.16324,0.05
corrected,240-R-mPFC-S1-NE_2023_01_06,63,1,Conservative,2.13184e-09,1,1.87102e-11,0.481614,0,-1.57463,1
corrected,240-R-mPFC-S1-NE_2023_01_06,64,1,Conservative,1.71875e-07,0.997747,0.00225265,0.0262143,0,-0.671745,0
corrected,240-R-mPFC-S1-NE_2023_01_06,65,1,Conservative,3.0001e-08,0.999998,1.88821e-06,0.136273,0,-0.265815,0.5
corrected,240-R-mPFC-S1-NE_2023_01_06,66,1,Conservative,1.33855e-07,0.997738,0.00226216,0.0286856,0,0.607002,0.025
corrected,240-R-mPFC-S1-NE_2023_01_06,67,1,Conservative,3.44457e-07,0.992068,0.00793205,0.0325042,0,-0.955835,0.05
corrected,240-R-mPFC-S1-NE_2023_01_06,68,1,Conservative,7.16747e-08,0.999625,0.000375157,0.0613879,0,0.933866,0.25
corrected,240-R-mPFC-S1-NE_2023_01_06,69,1,Conservative,1.84203e-07,0.996909,0.0030911,0.0287744,0,-0.135176,0.025
corrected,240-R-mPFC-S1-NE_2023_01_06,70,1,Conservative,1.91814e-07,0.996552,0.00344751,0.0288126,0,-0.307931,0.025
corrected,240-R-mPFC-S1-NE_2023_01_06,71,1,Conservative,5.31463e-08,0.999848,0.000152032,0.0611851,0,-0.127006,0.25
corrected,240-R-mPFC-S1-NE_2023_01_06,72,1,Conservative,9.23074e-10,1,3.90376e-12,0.481614,0,-0.281201,1
corrected,240-R-mPFC-S1-NE_2023_01_06,73,1,Conservative,1.25186e-07,0.998477,0.00152269,0.0286064,0,-0.41633,0.025
corrected,240-R-mPFC-S1-NE_2023_01_06,74,1,Conservative,3.57367e-08,0.99994,6.04605e-05,0.0611018,0,-0.463175,0.25
corrected,240-R-mPFC-S1-NE_2023_01_06,75,1,Conservative,1.32716e-09,1,6.22282e-12,0.481614,0,-1.33742,1
corrected,240-R-mPFC-S1-NE_2023_01_06,76,1,Conservative,6.72929e-09,1,9.39694e-08,0.136272,0,0.0460121,0.5
corrected,240-R-mPFC-S1-NE_2023_01_06,77,1,Conservative,6.07096e-08,0.99988,0.000119928,0.0611559,0,-0.802227,0.25
corrected,240-R-mPFC-S1-NE_2023_01_06,78,1,Conservative,8.58376e-08,0.999201,0.000799393,0.0371454,0,-0.339671,0.1
corrected,240-R-mPFC-S1-NE_2023_01_06,79,1,Conservative,1.79151e-08,0.999999,7.62339e-07,0.136272,0,-0.621721,0.5
corrected,240-R-mPFC-S1-NE_2023_01_06,80,1,Conservative,2.22239e-07,0.994952,0.0050482,0.0319567,0,-1.15835,0.05
corrected,240-R-mPFC-S1-NE_2023_01_06,81,1,Conservative,2.00847e-07,0.994818,0.0051813,0.0390911,0,-0.707773,0.1
corrected,240-R-mPFC-S1-NE_2023_01_06,82,1,Conservative,1.7919e-07,0.996053,0.00394685,0.0317476,0,-0.461687,0.05
corrected,240-R-mPFC-S1-NE_2023_01_06,83,1,Conservative,1.15419e-07,0.999299,0.000700989,0.0616841,0,-0.59775,0.25
corrected,240-R-mPFC-S1-NE_2023_01_06,84,1,Conservative,2.09081e-07,0.996504,0.00349581,0.0262812,0,-0.230154,0
corrected,240-R-mPFC-S1-NE_2023_01_06,85,1,Conservative,1.63676e-07,0.996344,0.00365544,0.0384136,0,-0.409831,0.1
corrected,240-R-mPFC-S1-NE_2023_01_06,86,1,Conservative,2.87722e-07,0.993605,0.00639436,0.0322122,0,-1.26949,0.05
corrected,240-R-mPFC-S1-NE_2023_01_06,87,1,Conservative,1.43229e-07,0.998884,0.00111541,0.0620608,0,-0.194355,0.25
corrected,240-R-mPFC-S1-NE_2023_01_06,88,1,Conservative,2.17443e-07,0.995772,0.00422828,0.031801,0,0.261651,0.05
corrected,240-R-mPFC-S1-NE_2023_01_06,89,1,Conservative,1.24837e-07,0.997201,0.00279923,0.0315297,0,0.853003,0.05
corrected,240-R-mPFC-S1-NE_2023_01_06,90,1,Conservative,1.6289e-07,0.996762,0.00323802,0.0287901,0,-0.381909,0.025
corrected,240-R-mPFC-S1-NE_2023_01_06,91,1,Conservative,8.7335e-10,1,5.42252e-12,0.481614,0,-0.198062,1
corrected,240-R-mPFC-S1-NE_2023_01_06,92,1,Conservative,2.02224e-08,0.999999,8.91838e-07,0.136272,0,-0.351273,0.5
corrected,240-R-mPFC-S1-NE_2023_01_06,93,1,Conservative,2.14062e-07,0.995261,0.00473842,0.0318978,0,0.0375612,0.05
corrected,240-R-mPFC-S1-NE_2023_01_06,94,1,Conservative,1.73684e-07,0.995701,0.00429871,0.0263243,0,0.713617,0
corrected,240-R-mPFC-S1-NE_2023_01_06,95,1,Conservative,2.97228e-07,0.992397,0.00760301,0.0292577,0,-0.902054,0.025
corrected,240-R-mPFC-S1-NE_2023_01_06,96,1,Conservative,2.25817e-07,0.99522,0.00477954,0.0263501,0,-0.347895,0
corrected,240-R-mPFC-S1-NE_2023_01_06,97,1,Conservative,1.94728e-07,0.998316,0.00168339,0.0625771,0,-1.06755,0.25
corrected,240-R-mPFC-S1-NE_2023_01_06,98,1,Conservative,3.42433e-07,0.992636,0.00736408,0.0292321,0,-0.28452,0.025
corrected,240-R-mPFC-S1-NE_2023_01_06,99,1,Conservative,1.58527e-07,0.996245,0.00375474,0.0288455,0,0.925541,0.025
corrected,240-R-mPFC-S1-NE_2023_01_06,100,1,Conservative,5.75002e-10,1,3.40666e-12,0.481614,0,0.427801,1
corrected,240-R-mPFC-S1-NE_2023_01_06,101,1,Conservative,8.46739e-10,1,3.02089e-12,0.481614,0,-0.425182,1
corrected,240-R-mPFC-S1-NE_2023_01_06,102,1,Conservative,5.69999e-08,0.999891,0.00010928,0.0611462,0,0.0408946,0.25
corrected,240-R-mPFC-S1-NE_2023_01_06,103,1,Conservative,7.57827e-10,1,2.84115e-12,0.481614,0,0.997349,1
corrected,240-R-mPFC-S1-NE_2023_01_06,104,1,Conservative,1.22905e-07,0.998491,0.00150855,0.0261743,0,0.613943,0
corrected,240-R-mPFC-S1-NE_2023_01_06,105,1,Conservative,9.62133e-08,0.998806,0.00119384,0.0373206,0,0.108587,0.1
corrected,240-R-mPFC-S1-NE_2023_01_06,106,1,Conservative,3.19362e-08,0.999998,2.41325e-06,0.136274,0,-0.18828,0.5
corrected,240-R-mPFC-S1-NE_2023_01_06,107,1,Conservative,2.63372e-07,0.992653,0.00734637,0.0323929,0,0.325237,0.05
corrected,240-R-mPFC-S1-NE_2023_01_06,108,1,Conservative,6.3841e-07,0.980032,0.0199678,0.0271663,0,-0.405067,0
corrected,240-R-mPFC-S1-NE_2023_01_06,109,1,Conservative,1.21115e-07,0.995561,0.004439,0.0387614,0,2.12872,0.1
corrected,240-R-mPFC-S1-NE_2023_01_06,110,1,Conservative,2.38518e-07,0.99359,0.00641026,0.0322152,0,-0.315532,0.05
corrected,240-R-mPFC-S1-NE_2023_01_06,111,1,Conservative,3.25773e-08,0.999997,2.4796e-06,0.136274,0,0.88902,0.5
corrected,240-R-mPFC-S1-NE_2023_01_06,112,1,Conservative,3.35273e-09,1,3.52312e-08,0.136272,0,2.4506,0.5
corrected,240-R-mPFC-S1-NE_2023_01_06,113,1,Conservative,5.48e-08,0.999521,0.00047862,0.037003,0,0.300085,0.1
corrected,240-R-mPFC-S1-NE_2023_01_06,114,1,Conservative,5.22332e-09,1,5.09071e-11,0.481614,0,-0.533125,1
corrected,240-R-mPFC-S1-NE_2023_01_06,115,1,Conservative,3.88831e-08,0.999699,0.000300699,0.0284755,0,3.25724,0.025
corrected,240-R-mPFC-S1-NE_2023_01_06,116,1,Conservative,9.15294e-08,0.998884,0.0011163,0.0312102,0,0.77311,0.05
corrected,240-R-mPFC-S1-NE_2023_01_06,117,1,Conservative,1.12563e-09,1,8.26172e-12,0.481614,0,0.454574,1
corrected,240-R-mPFC-S1-NE_2023_01_06,118,1,Conservative,2.31876e-07,0.995888,0.00411131,0.0317788,0,-0.00906377,0.05
corrected,240-R-mPFC-S1-NE_2023_01_06,119,1,Conservative,6.73875e-08,0.99978,0.000220308,0.0612471,0,1.42884,0.25
corrected,240-R-mPFC-S1-NE_2023_01_06,120,1,Conservative,4.16998e-10,1,9.81062e-13,0.481614,0,1.76043,1
corrected,240-R-mPFC-S1-NE_2023_01_06,121,1,Conservative,1.88673e-08,0.999999,5.24501e-07,0.136272,0,0.846002,0.5
corrected,240-R-mPFC-S1-NE_2023_01_06,122,1,Conservative,1.93602e-10,1,3.36456e-13,0.481614,0,2.51144,1
corrected,240-R-mPFC-S1-NE_2023_01_06,123,1,Conservative,7.651e-09,1,1.40444e-07,0.136272,0,0.41973,0.5
corrected,240-R-mPFC-S1-NE_2023_01_06,124,1,Conservative,1.98535e-09,1,1.16007e-11,0.481614,0,0.281372,1
corrected,240-R-mPFC-S1-NE_2023_01_06,125,1,Conservative,4.9073e-08,0.999665,0.00033485,0.0261112,0,2.44473,0
corrected,240-R-mPFC-S1-NE_2023_01_06,126,1,Conservative,2.16525e-08,0.999999,9.22704e-07,0.136272,0,0.608991,0.5
corrected,240-R-mPFC-S1-NE_2023_01_06,127,1,Conservative,2.00443e-07,0.996238,0.00376222,0.0288463,0,1.09589,0.025
corrected,240-R-mPFC-S1-NE_2023_01_06,128,1,Conservative,1.86551e-07,0.99622,0.00378007,0.0288482,0,1.42053,0.025
corrected,240-R-mPFC-S1-NE_2023_01_06,129,1,Conservative,5.50723e-09,1,1.33554e-07,0.136272,0,1.78846,0.5
corrected,240-R-mPFC-S1-NE_2023_01_06,130,1,Conservative,1.12179e-08,1,2.49748e-07,0.136272,0,0.067238,0.5
corrected,240-R-mPFC-S1-NE_2023_01_06,131,1,Conservative,8.20209e-08,0.999267,0.00073253,0.0285218,0,0.148142,0.025
corrected,240-R-mPFC-S1-NE_2023_01_06,132,1,Conservative,3.74969e-08,0.999998,2.16198e-06,0.136273,0,-0.821211,0.5
corrected,240-R-mPFC-S1-NE_2023_01_06,133,1,Conservative,1.24311e-07,0.997977,0.00202323,0.0313824,0,0.942087,0.05
corrected,240-R-mPFC-S1-NE_2023_01_06,134,1,Conservative,2.16997e-07,0.995767,0.00423305,0.0288967,0,0.172688,0.025
corrected,240-R-mPFC-S1-NE_2023_01_06,135,1,Conservative,1.47191e-09,1,1.63708e-11,0.481614,0,1.08929,1
corrected,240-R-mPFC-S1-NE_2023_01_06,136,1,Conservative,1.85854e-07,0.997134,0.00286537,0.0315423,0,0.897861,0.05
corrected,240-R-mPFC-S1-NE_2023_01_06,137,1,Conservative,7.26229e-08,0.999682,0.000318392,0.0613363,0,1.89301,0.25
corrected,240-R-mPFC-S1-NE_2023_01_06,138,1,Conservative,3.02956e-07,0.993502,0.00649794,0.0264425,0,0.971342,0
corrected,240-R-mPFC-S1-NE_2023_01_06,139,1,Conservative,1.85318e-07,0.994547,0.00545235,0.0320333,0,1.83723,0.05
corrected,240-R-mPFC-S1-NE_2023_01_06,140,1,Conservative,1.40455e-07,0.995468,0.00453184,0.0318586,0,1.48204,0.05
corrected,240-R-mPFC-S1-NE_2023_01_06,141,1,Conservative,1.9794e-07,0.993876,0.00612381,0.0290992,0,0.471698,0.025
corrected,240-R-mPFC-S1-NE_2023_01_06,142,1,Conservative,3.27568e-07,0.990457,0.00954285,0.0294655,0,-0.407018,0.025
corrected,240-R-mPFC-S1-NE_2023_01_06,143,1,Conservative,1.35845e-07,0.996865,0.00313451,0.0381823,0,0.739401,0.1
corrected,240-R-mPFC-S1-NE_2023_01_06,144,1,Conservative,1.59023e-07,0.999032,0.000967531,0.0619264,0,-0.0805969,0.25
corrected,240-R-mPFC-S1-NE_2023_01_06,145,1,Conservative,1.23399e-07,0.998341,0.00165873,0.037527,0,1.70211,0.1
corrected,240-R-mPFC-S1-NE_2023_01_06,146,1,Conservative,2.12051e-07,0.996861,0.00313906,0.026262,0,1.11331,0
corrected,240-R-mPFC-S1-NE_2023_01_06,147,1,Conservative,6.6865e-08,0.999795,0.000204834,0.0612331,0,1.58282,0.25
corrected,240-R-mPFC-S1-NE_2023_01_06,148,1,Conservative,9.0948e-08,0.999084,0.000915432,0.0285414,0,1.50713,0.025
corrected,240-R-mPFC-S1-NE_2023_01_06,149,1,Conservative,1.26085e-09,1,7.23744e-12,0.481614,0,0.894001,1
corrected,240-R-mPFC-S1-NE_2023_01_06,150,1,Conservative,8.87406e-08,0.999152,0.000848379,0.0285342,0,1.53655,0.025
corrected,240-R-mPFC-S1-NE_2023_01_06,151,1,Conservative,8.28283e-08,0.999718,0.000281418,0.0613027,0,0.781876,0.25
corrected,240-R-mPFC-S1-NE_2023_01_06,152,1,Conservative,2.20408e-07,0.996039,0.00396089,0.0263061,0,0.904373,0
corrected,240-R-mPFC-S1-NE_2023_01_06,153,1,Conservative,2.71022e-07,0.994077,0.00592237,0.0290777,0,0.650447,0.025
corrected,240-R-mPFC-S1-NE_2023_01_06,154,1,Conservative,1.59768e-08,0.999999,7.09941e-07,0.136272,0,1.75298,0.5
corrected,240-R-mPFC-S1-NE_2023_01_06,155,1,Conservative,2.32511e-08,0.999974,2.62772e-05,0.0610707,0,1.77678,0.25
corrected,240-R-mPFC-S1-NE_2023_01_06,156,1,Conservative,5.5451e-08,0.99953,0.000469806,0.0369991,0,0.651194,0.1
corrected,240-R-mPFC-S1-NE_2023_01_06,157,1,Conservative,3.19154e-09,1,1.23217e-11,0.481614,0,-0.17629,1
corrected,240-R-mPFC-S1-NE_2023_01_06,158,1,Conservative,5.23089e-07,0.998705,0.00129424,0.0373655,0,1.11679,0.1
corrected,240-R-mPFC-S1-NE_2023_01_06,159,1,Conservative,3.22639e-06,0.997369,0.00262775,0.0287269,0,0.639368,0.025
corrected,240-R-mPFC-S1-NE_2023_01_06,160,1,Conservative,1.0556e-05,0.999979,1.02632e-05,0.136289,0,1.03436,0.5
corrected,240-R-mPFC-S1-NE_2023_01_09,1,0,Liberal,0.920448,0.00211514,0.0774374,0.998217,1,-0.143506,1
corrected,240-R-mPFC-S1-NE_2023_01_09,2,0,Liberal,0.921037,0.00395843,0.0750041,0.634856,1,0.852265,0
corrected,240-R-mPFC-S1-NE_2023_01_09,3,0,Liberal,0.919227,0.00744153,0.0733317,0.668735,0,0.0223936,0.025
corrected,240-R-mPFC-S1-NE_2023_01_09,4,0,Liberal,0.918946,0.019504,0.06155,0.63276,0,1.8181,0
corrected,240-R-mPFC-S1-NE_2023_01_09,5,0,Liberal,0.919809,0.0429831,0.0372082,0.758715,0,2.91618,0.1
corrected,240-R-mPFC-S1-NE_2023_01_09,6,0,Liberal,0.922827,0.0380753,0.0390974,0.634102,0,-0.815604,0
corrected,240-R-mPFC-S1-NE_2023_01_09,7,0,Liberal,0.930407,0.0352217,0.0343715,0.765583,0,0.363584,0.1
corrected,240-R-mPFC-S1-NE_2023_01_09,8,0,Liberal,0.964294,0.00691611,0.0287897,0.995696,1,-0.672822,1
corrected,240-R-mPFC-S1-NE_2023_01_09,9,0,Liberal,0.984221,0.000755282,0.0150235,0.915063,1,0.581436,0.25
corrected,240-R-mPFC-S1-NE_2023_01_09,10,0,Liberal,0.995633,5.15495e-05,0.00431534,0.680036,1,-0.620547,0
corrected,240-R-mPFC-S1-NE_2023_01_09,11,0,Liberal,0.996775,5.61821e-06,0.00321969,0.915053,1,-1.07507,0.25
corrected,240-R-mPFC-S1-NE_2023_01_09,12,0,Liberal,0.998023,1.48724e-05,0.00196211,0.999248,1,-0.85503,1
corrected,240-R-mPFC-S1-NE_2023_01_09,13,0,Liberal,0.999541,2.93065e-06,0.000456155,0.682395,1,-0.171561,0
corrected,240-R-mPFC-S1-NE_2023_01_09,14,0,Liberal,0.999701,3.94497e-07,0.000298296,0.803597,1,-0.480209,0.1
corrected,240-R-mPFC-S1-NE_2023_01_09,15,0,Liberal,0.999795,2.8052e-07,0.000204745,0.803627,1,-0.482543,0.1
corrected,240-R-mPFC-S1-NE_2023_01_09,16,0,Liberal,0.999844,9.11752e-07,0.000155178,0.999254,1,-0.824761,1
corrected,240-R-mPFC-S1-NE_2023_01_09,17,0,Liberal,0.999903,1.95009e-07,9.67679e-05,0.803662,1,-0.428243,0.1
corrected,240-R-mPFC-S1-NE_2023_01_09,18,0,Liberal,0.999931,7.64293e-08,6.88653e-05,0.803671,1,-1.07057,0.1
corrected,240-R-mPFC-S1-NE_2023_01_09,19,0,Liberal,0.999947,2.57307e-07,5.2262e-05,0.68264,1,-0.961833,0
corrected,240-R-mPFC-S1-NE_2023_01_09,20,0,Liberal,0.99993,7.7218e-06,6.25421e-05,0.803667,0,0.801498,0.1
corrected,240-R-mPFC-S1-NE_2023_01_09,21,0,Liberal,0.999937,2.78288e-06,6.06469e-05,0.999253,1,-0.419151,1
corrected,240-R-mPFC-S1-NE_2023_01_09,22,0,Liberal,0.999945,4.37094e-07,5.49024e-05,0.981719,1,-0.34299,0.5
corrected,240-R-mPFC-S1-NE_2023_01_09,23,0,Liberal,0.999955,2.98474e-07,4.42981e-05,0.682645,1,-0.102551,0
corrected,240-R-mPFC-S1-NE_2023_01_09,24,0,Liberal,0.999928,3.8526e-06,6.81627e-05,0.74793,0,0.572237,0.05
corrected,240-R-mPFC-S1-NE_2023_01_09,25,0,Liberal,0.999929,5.46859e-07,7.00876e-05,0.981719,1,-0.319618,0.5
corrected,240-R-mPFC-S1-NE_2023_01_09,26,0,Liberal,0.999932,1.26826e-07,6.78942e-05,0.914884,1,-0.278716,0.25
corrected,240-R-mPFC-S1-NE_2023_01_09,27,0,Liberal,0.999937,4.45503e-07,6.25674e-05,0.999254,1,-0.465813,1
corrected,240-R-mPFC-S1-NE_2023_01_09,28,0,Liberal,0.999946,1.98662e-07,5.38907e-05,0.981719,1,-0.325124,0.5
corrected,240-R-mPFC-S1-NE_2023_01_09,29,0,Liberal,0.999961,7.80503e-07,3.83074e-05,0.999254,1,0.26587,1
corrected,240-R-mPFC-S1-NE_2023_01_09,30,0,Liberal,0.999979,9.46919e-07,1.96879e-05,0.803686,1,0.354567,0.1
corrected,240-R-mPFC-S1-NE_2023_01_09,31,0,Liberal,0.999986,9.26288e-06,4.813e-06,0.914873,0,-0.0231216,0.25
corrected,240-R-mPFC-S1-NE_2023_01_09,32,0,Liberal,0.999999,3.02293e-07,8.94719e-07,0.682671,1,-0.195548,0
corrected,240-R-mPFC-S1-NE_2023_01_09,33,0,Liberal,1,3.06574e-08,4.11143e-07,0.682671,1,0.0830497,0
corrected,240-R-mPFC-S1-NE_2023_01_09,34,0,Liberal,0.999999,2.15771e-08,1.31118e-06,0.716454,1,-0.274106,0.025
corrected,240-R-mPFC-S1-NE_2023_01_09,35,0,Liberal,0.999994,3.49025e-08,6.35539e-06,0.803691,1,-0.691981,0.1
corrected,240-R-mPFC-S1-NE_2023_01_09,36,0,Liberal,0.999985,1.65949e-07,1.49977e-05,0.999254,1,-1.41849,1
corrected,240-R-mPFC-S1-NE_2023_01_09,37,0,Liberal,0.999981,4.29306e-08,1.92784e-05,0.716443,1,-0.93367,0.025
corrected,240-R-mPFC-S1-NE_2023_01_09,38,0,Liberal,0.999949,1.54679e-07,5.10992e-05,0.914883,1,-0.715991,0.25
corrected,240-R-mPFC-S1-NE_2023_01_09,39,0,Liberal,0.999926,3.74114e-06,7.02188e-05,0.747929,1,0.112113,0.05
corrected,240-R-mPFC-S1-NE_2023_01_09,40,0,Liberal,0.999626,0.000373647,1.8734e-07,0.981402,0,2.8781,0.5
corrected,240-R-mPFC-S1-NE_2023_01_09,41,0,Liberal,0.999725,1.35988e-05,0.00026134,0.803599,1,-1.07797,0.1
corrected,240-R-mPFC-S1-NE_2023_01_09,42,0,Liberal,0.999672,9.03195e-07,0.000326832,0.981723,1,-0.449162,0.5
corrected,240-R-mPFC-S1-NE_2023_01_09,43,0,Liberal,0.99964,4.29913e-07,0.000359335,0.803577,1,0.81591,0.1
corrected,240-R-mPFC-S1-NE_2023_01_09,44,0,Liberal,0.99954,3.36003e-07,0.000459194,0.981726,1,-0.553217,0.5
corrected,240-R-mPFC-S1-NE_2023_01_09,45,0,Liberal,0.999451,5.53662e-07,0.000548183,0.716136,1,-0.337913,0.025
corrected,240-R-mPFC-S1-NE_2023_01_09,46,0,Liberal,0.998889,3.2403e-07,0.00111115,0.803334,1,-0.718686,0.1
corrected,240-R-mPFC-S1-NE_2023_01_09,47,0,Liberal,0.998154,1.50658e-06,0.00184496,0.803096,1,0.192527,0.1
corrected,240-R-mPFC-S1-NE_2023_01_09,48,0,Liberal,0.9966,1.44732e-06,0.00339811,0.802595,1,-0.616451,0.1
corrected,240-R-mPFC-S1-NE_2023_01_09,49,0,Liberal,0.994081,1.05563e-06,0.00591782,0.915205,1,-0.495401,0.25
corrected,240-R-mPFC-S1-NE_2023_01_09,50,0,Liberal,0.992976,0.000120753,0.00690355,0.999197,1,2.94109,1
corrected,240-R-mPFC-S1-NE_2023_01_09,51,0,Liberal,0.990545,1.62745e-05,0.00943919,0.800633,1,0.00780338,0.1
corrected,240-R-mPFC-S1-NE_2023_01_09,52,0,Liberal,0.986546,5.00271e-05,0.0134041,0.999239,1,0.135688,1
corrected,240-R-mPFC-S1-NE_2023_01_09,53,0,Liberal,0.984228,0.000622472,0.01515,0.739536,0,3.09299,0.05
corrected,240-R-mPFC-S1-NE_2023_01_09,54,0,Liberal,0.982944,0.000237922,0.0168182,0.981823,1,0.756754,0.5
corrected,240-R-mPFC-S1-NE_2023_01_09,55,0,Liberal,0.980822,2.47458e-05,0.0191532,0.705311,1,-1.04593,0.025
corrected,240-R-mPFC-S1-NE_2023_01_09,56,0,Liberal,0.972902,5.06211e-05,0.0270478,0.794921,1,0.258998,0.1
corrected,240-R-mPFC-S1-NE_2023_01_09,57,0,Liberal,0.958914,0.000820183,0.0402658,0.99886,1,0.242164,1
corrected,240-R-mPFC-S1-NE_2023_01_09,58,0,Liberal,0.944942,0.00268902,0.0523694,0.997902,1,0.46667,1
corrected,240-R-mPFC-S1-NE_2023_01_09,59,0,Liberal,0.928061,0.00555312,0.0663863,0.708992,0,-0.128083,0.05
corrected,240-R-mPFC-S1-NE_2023_01_10,1,0,Liberal,0.729289,0.000220186,0.270491,0.929594,1,-0.324141,0.25
corrected,240-R-mPFC-S1-NE_2023_01_10,2,0,Liberal,0.729044,0.000222248,0.270734,0.999341,1,-0.548424,1
corrected,240-R-mPFC-S1-NE_2023_01_10,3,0,Liberal,0.729294,0.00115412,0.269552,0.998858,1,1.24217,1
corrected,240-R-mPFC-S1-NE_2023_01_10,4,0,Liberal,0.729057,0.000426355,0.270516,0.559013,1,-0.457433,0.025
corrected,240-R-mPFC-S1-NE_2023_01_10,5,0,Liberal,0.725063,0.000247562,0.274689,0.999331,1,-0.902942,1
corrected,240-R-mPFC-S1-NE_2023_01_10,6,0,Liberal,0.721738,0.000133333,0.278129,0.986667,1,-0.26814,0.5
corrected,240-R-mPFC-S1-NE_2023_01_10,7,0,Liberal,0.717959,7.61563e-05,0.281965,0.599278,1,-0.75666,0.05
corrected,240-R-mPFC-S1-NE_2023_01_10,8,0,Liberal,0.705121,6.8788e-05,0.29481,0.987025,1,-0.695538,0.5
corrected,240-R-mPFC-S1-NE_2023_01_10,9,0,Liberal,0.693658,8.89411e-05,0.306253,0.704737,1,-0.339725,0.1
corrected,240-R-mPFC-S1-NE_2023_01_10,10,0,Liberal,0.669039,6.32581e-05,0.330898,0.933056,1,-1.21958,0.25
corrected,240-R-mPFC-S1-NE_2023_01_10,11,0,Liberal,0.648226,0.000755887,0.351018,0.470561,1,-0.797263,0
corrected,240-R-mPFC-S1-NE_2023_01_10,12,2,Engaged,0.475666,0.00792404,0.51641,0.630869,0,-0.607375,0.1
corrected,240-R-mPFC-S1-NE_2023_01_10,13,2,Engaged,0.395631,0.000237016,0.604132,0.608439,1,-1.45189,0.1
corrected,240-R-mPFC-S1-NE_2023_01_10,14,2,Engaged,0.334546,0.00485113,0.660603,0.281237,0,1.59551,0
corrected,240-R-mPFC-S1-NE_2023_01_10,15,2,Engaged,0.308081,0.00197443,0.689944,0.951206,1,0.785567,0.25
corrected,240-R-mPFC-S1-NE_2023_01_10,16,2,Engaged,0.2736,0.00437295,0.722028,0.997529,1,-0.263414,1
corrected,240-R-mPFC-S1-NE_2023_01_10,17,2,Engaged,0.237396,0.00853539,0.754069,0.553661,0,-0.380295,0.1
corrected,240-R-mPFC-S1-NE_2023_01_10,18,2,Engaged,0.223416,0.00484542,0.771739,0.264803,0,-0.551422,0.025
corrected,240-R-mPFC-S1-NE_2023_01_10,19,2,Engaged,0.219975,0.00276323,0.777262,0.212279,1,0.444036,0
corrected,240-R-mPFC-S1-NE_2023_01_10,20,2,Engaged,0.182515,0.000806171,0.816679,0.995899,1,-0.322566,0.5
corrected,240-R-mPFC-S1-NE_2023_01_10,21,2,Engaged,0.13892,0.000233406,0.860846,0.997187,1,-0.919584,0.5
corrected,240-R-mPFC-S1-NE_2023_01_10,22,2,Engaged,0.102339,0.000414685,0.897246,0.963958,1,-0.340719,0.25
corrected,240-R-mPFC-S1-NE_2023_01_10,23,2,Engaged,0.0620964,0.00334125,0.934562,0.171251,0,-0.822845,0.025
corrected,240-R-mPFC-S1-NE_2023_01_10,24,2,Engaged,0.0487386,0.00232484,0.948937,0.998759,1,-0.906272,1
corrected,240-R-mPFC-S1-NE_2023_01_10,25,2,Engaged,0.0333302,0.00040346,0.966266,0.998962,1,-1.44005,0.5
corrected,240-R-mPFC-S1-NE_2023_01_10,26,2,Engaged,0.0215278,0.00165235,0.97682,0.998098,1,-0.524216,0.5
